"","country_territory_area","date_start","npi_label","stage_label"
"20570","Lao People's Democratic Republic","24/04/2020","5.2_International travel measures__Restricting visas","modification/extension"
"20571","Lao People's Democratic Republic","18/05/2020","5.2_International travel measures__Restricting visas","modification/extension"
"20572","Lao People's Democratic Republic","02/02/2020","5.7_International travel measures__Suspending or restricting international flights","new"
"20573","Lao People's Democratic Republic","17/02/2020","5.7_International travel measures__Suspending or restricting international flights","new"
"20574","Lao People's Democratic Republic","20/03/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20575","Lao People's Democratic Republic","26/03/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20576","Lao People's Democratic Republic","29/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20577","Lao People's Democratic Republic","15/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20578","Lao People's Democratic Republic","19/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20579","Lao People's Democratic Republic","04/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","phase-out/finish"
"20580","Lao People's Democratic Republic","30/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20581","Lao People's Democratic Republic","04/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20582","Lao People's Democratic Republic","12/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20583","Lao People's Democratic Republic","17/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","phase-out/finish"
"20584","Lao People's Democratic Republic","28/04/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","new"
"20585","Lao People's Democratic Republic","18/05/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20586","Lao People's Democratic Republic","01/06/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","phase-out/finish"
"20587","Lao People's Democratic Republic","06/03/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","new"
"20588","Lao People's Democratic Republic","30/03/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20589","Lao People's Democratic Republic","04/05/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20590","Lao People's Democratic Republic","10/03/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","new"
"20591","Lao People's Democratic Republic","18/05/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","modification/extension"
"20592","Lao People's Democratic Republic","30/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20593","Lao People's Democratic Republic","31/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20594","Lao People's Democratic Republic","19/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20595","Lao People's Democratic Republic","04/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20596","Lao People's Democratic Republic","04/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20597","Lao People's Democratic Republic","18/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20598","Lao People's Democratic Republic","18/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20599","Lao People's Democratic Republic","02/06/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20600","Lao People's Democratic Republic","02/06/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20601","Lao People's Democratic Republic","18/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"20602","Lao People's Democratic Republic","19/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20603","Lao People's Democratic Republic","18/05/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20604","Lao People's Democratic Republic","01/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20605","Lao People's Democratic Republic","02/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20606","Lao People's Democratic Republic","02/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20607","Lao People's Democratic Republic","17/03/2020","5.9_International travel measures__Closing international land borders","new"
"20608","Latvia","12/05/2020","1.4_Individual measures__Wearing a mask","new"
"20609","Latvia","17/03/2020","5.9_International travel measures__Closing international land borders","new"
"20610","Latvia","15/05/2020","5.9_International travel measures__Closing international land borders","phase-out/finish"
"20611","Latvia","03/06/2020","5.9_International travel measures__Closing international land borders","phase-out/finish"
"20612","Latvia","27/02/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20613","Latvia","12/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20614","Latvia","17/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20615","Latvia","21/05/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20616","Latvia","02/06/2020","5.5_International travel measures__Entry screening and isolation or quarantine","phase-out/finish"
"20617","Latvia","01/04/2020","5.3_International travel measures__Restricting entry","new"
"20618","Latvia","15/05/2020","5.3_International travel measures__Restricting entry","phase-out/finish"
"20619","Latvia","03/06/2020","5.3_International travel measures__Restricting entry","phase-out/finish"
"20620","Latvia","10/06/2020","5.3_International travel measures__Restricting entry","phase-out/finish"
"20621","Latvia","14/03/2020","5.2_International travel measures__Restricting visas","new"
"20622","Latvia","17/03/2020","5.8_International travel measures__Suspending or restricting international ferries or ships","new"
"20623","Latvia","17/03/2020","5.7_International travel measures__Suspending or restricting international flights","new"
"20624","Latvia","07/04/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20625","Latvia","12/05/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20626","Latvia","07/04/2020","8.1_Other measures__Legal and policy regulations","modification/extension"
"20627","Latvia","03/06/2020","8.1_Other measures__Legal and policy regulations","modification/extension"
"20628","Latvia","27/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20629","Latvia","13/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","new"
"20630","Latvia","15/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20631","Latvia","29/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20632","Latvia","12/05/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","phase-out/finish"
"20633","Latvia","01/06/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","phase-out/finish"
"20634","Latvia","01/07/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","phase-out/finish"
"20635","Latvia","13/03/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","new"
"20636","Latvia","14/03/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20637","Latvia","10/06/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","phase-out/finish"
"20638","Latvia","01/07/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","phase-out/finish"
"20639","Latvia","15/03/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","new"
"20640","Latvia","13/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20641","Latvia","16/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","modification/extension"
"20642","Latvia","25/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","modification/extension"
"20643","Latvia","23/04/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20644","Latvia","24/04/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20645","Latvia","12/05/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"20646","Latvia","10/06/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"20647","Latvia","24/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20648","Latvia","12/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20649","Latvia","14/03/2020","4.1.1_Social and physical distancing measures_School measures_Adapting","new"
"20650","Latvia","12/05/2020","4.1.1_Social and physical distancing measures_School measures_Adapting","phase-out/finish"
"20651","Latvia","01/06/2020","4.1.1_Social and physical distancing measures_School measures_Adapting","phase-out/finish"
"20652","Latvia","13/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"20653","Latvia","07/04/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20654","Latvia","29/03/2020","3.1.3_Surveillance and response measures_Detecting and isolating cases_Isolation","new"
"20655","Latvia","09/04/2020","3.1.3_Surveillance and response measures_Detecting and isolating cases_Isolation","modification/extension"
"20656","Latvia","29/01/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","new"
"20657","Latvia","04/03/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20658","Latvia","18/03/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20659","Latvia","24/03/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20660","Latvia","08/04/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20661","Latvia","14/04/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20662","Latvia","10/06/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"20663","Latvia","27/05/2020","3.2.1_Surveillance and response measures_Tracing and quarantining contacts_Contact tracing","modification/extension"
"20664","Lebanon","12/03/2020","5.9_International travel measures__Closing international land borders","new"
"20665","Lebanon","18/03/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20666","Lebanon","25/04/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20667","Lebanon","05/05/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20668","Lebanon","22/05/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20669","Lebanon","07/06/2020","5.9_International travel measures__Closing international land borders","phase-out/finish"
"20670","Lebanon","08/02/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20671","Lebanon","16/02/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20672","Lebanon","25/02/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20673","Lebanon","10/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20674","Lebanon","25/02/2020","5.7_International travel measures__Suspending or restricting international flights","new"
"20675","Lebanon","11/03/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20676","Lebanon","12/03/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20677","Lebanon","18/03/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20678","Lebanon","05/05/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20679","Lebanon","07/06/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20680","Lebanon","08/06/2020","5.7_International travel measures__Suspending or restricting international flights","phase-out/finish"
"20681","Lebanon","08/06/2020","5.7_International travel measures__Suspending or restricting international flights","phase-out/finish"
"20682","Lebanon","21/06/2020","5.7_International travel measures__Suspending or restricting international flights","phase-out/finish"
"20683","Lebanon","01/07/2020","5.7_International travel measures__Suspending or restricting international flights","phase-out/finish"
"20684","Lebanon","16/03/2020","8.1_Other measures__Legal and policy regulations","new"
"20685","Lebanon","26/03/2020","8.1_Other measures__Legal and policy regulations","modification/extension"
"20686","Lebanon","12/04/2020","8.1_Other measures__Legal and policy regulations","modification/extension"
"20687","Lebanon","16/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20688","Lebanon","21/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20689","Lebanon","26/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20690","Lebanon","09/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20691","Lebanon","19/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20692","Lebanon","24/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20693","Lebanon","05/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20694","Lebanon","10/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20695","Lebanon","13/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20696","Lebanon","22/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20697","Lebanon","05/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20698","Lebanon","26/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20699","Lebanon","06/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20700","Lebanon","09/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20701","Lebanon","27/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","phase-out/finish"
"20702","Lebanon","13/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20703","Lebanon","05/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","new"
"20704","Lebanon","06/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20705","Lebanon","16/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20706","Lebanon","18/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20707","Lebanon","26/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20708","Lebanon","09/04/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20709","Lebanon","27/04/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20710","Lebanon","03/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20711","Lebanon","04/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20712","Lebanon","05/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20713","Lebanon","08/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20714","Lebanon","11/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20715","Lebanon","13/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20716","Lebanon","18/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20717","Lebanon","20/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20718","Lebanon","25/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20719","Lebanon","08/06/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20720","Lebanon","21/06/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","phase-out/finish"
"20721","Lebanon","29/02/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"20722","Lebanon","09/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20723","Lebanon","25/05/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20724","Lebanon","28/05/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20725","Lebanon","11/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"20726","Lebanon","15/03/2020","4.4.3_Social and physical distancing measures_Special populations_Protecting displaced populations","new"
"20727","Lesotho","30/03/2020","5.9_International travel measures__Closing international land borders","new"
"20728","Lesotho","06/05/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20729","Lesotho","06/05/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20730","Lesotho","06/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20731","Lesotho","29/03/2020","5.3_International travel measures__Restricting entry","new"
"20732","Lesotho","22/04/2020","5.3_International travel measures__Restricting entry","modification/extension"
"20733","Lesotho","06/05/2020","5.3_International travel measures__Restricting entry","modification/extension"
"20734","Lesotho","21/06/2020","5.3_International travel measures__Restricting entry","modification/extension"
"20735","Lesotho","03/07/2020","5.3_International travel measures__Restricting entry","modification/extension"
"20736","Lesotho","18/03/2020","8.1_Other measures__Legal and policy regulations","new"
"20737","Lesotho","30/03/2020","8.1_Other measures__Legal and policy regulations","modification/extension"
"20738","Lesotho","18/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20739","Lesotho","29/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20740","Lesotho","21/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20741","Lesotho","06/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20742","Lesotho","09/06/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20743","Lesotho","29/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20744","Lesotho","30/03/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20745","Lesotho","22/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20746","Lesotho","06/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20747","Lesotho","18/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","new"
"20748","Lesotho","22/04/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20749","Lesotho","06/05/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20750","Lesotho","09/06/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20751","Lesotho","06/05/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","new"
"20752","Lesotho","06/05/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"20753","Lesotho","06/05/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"20754","Lesotho","12/06/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","modification/extension"
"20755","Lesotho","18/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20756","Lesotho","29/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20757","Lesotho","30/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20758","Lesotho","22/04/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20759","Lesotho","19/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"20760","Lesotho","06/05/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20761","Liberia","24/04/2020","1.4_Individual measures__Wearing a mask","new"
"20762","Liberia","08/05/2020","1.4_Individual measures__Wearing a mask","modification/extension"
"20763","Liberia","30/03/2020","5.9_International travel measures__Closing international land borders","new"
"20764","Liberia","09/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20765","Liberia","14/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20766","Liberia","16/03/2020","5.3_International travel measures__Restricting entry","new"
"20767","Liberia","23/03/2020","5.3_International travel measures__Restricting entry","modification/extension"
"20768","Liberia","23/03/2020","5.7_International travel measures__Suspending or restricting international flights","new"
"20769","Liberia","21/06/2020","5.7_International travel measures__Suspending or restricting international flights","phase-out/finish"
"20770","Liberia","22/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20771","Liberia","08/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20772","Liberia","24/04/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20773","Liberia","08/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"20774","Liberia","22/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","phase-out/finish"
"20775","Liberia","05/06/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","phase-out/finish"
"20776","Liberia","08/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"20777","Liberia","10/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20778","Liberia","22/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20779","Liberia","05/06/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20780","Liberia","16/06/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20781","Liberia","22/06/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20782","Liberia","09/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"20783","Liberia","22/03/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","new"
"20784","Liberia","17/05/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","phase-out/finish"
"20785","Liberia","23/05/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20786","Liberia","05/06/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"20787","Liberia","22/03/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20788","Liberia","23/05/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20789","Liberia","05/06/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","modification/extension"
"20790","Liberia","22/03/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","new"
"20791","Liberia","14/04/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","modification/extension"
"20792","Liberia","18/04/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","modification/extension"
"20793","Liberia","21/06/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"20794","Liberia","22/03/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"20795","Liberia","23/05/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20796","Liberia","05/06/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"20797","Liberia","17/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"20798","Liberia","20/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20799","Liberia","31/03/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20800","Liberia","03/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20801","Liberia","05/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20802","Liberia","22/06/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"20803","Liberia","08/04/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","new"
"20804","Liberia","22/04/2020","3.2.1_Surveillance and response measures_Tracing and quarantining contacts_Contact tracing","new"
"20805","Liberia","21/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20806","Liberia","10/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20807","Liberia","21/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"20808","Libya","16/03/2020","1.4_Individual measures__Wearing a mask","new"
"20809","Libya","17/04/2020","1.4_Individual measures__Wearing a mask","modification/extension"
"20810","Libya","26/05/2020","1.4_Individual measures__Wearing a mask","modification/extension"
"20811","Libya","04/03/2020","5.9_International travel measures__Closing international land borders","new"
"20812","Libya","16/03/2020","5.9_International travel measures__Closing international land borders","modification/extension"
"20813","Libya","31/01/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"20814","Libya","10/02/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20815","Libya","09/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20816","Libya","29/03/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20817","Libya","21/04/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20818","Libya","26/04/2020","5.5_International travel measures__Entry screening and isolation or quarantine","modification/extension"
"20819","Libya","07/04/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20820","Libya","05/05/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20821","Libya","28/05/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"20822","Libya","19/07/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
